date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
1992-07-04,Senegal,Iran,1,3,UEFA Euro qualification,New York,Argentina,True
1992-07-04,Scotland,France,1,2,UEFA European Championship,Rome,Japan,False
1992-07-07,Romania,Croatia,0,0,UEFA European Championship,Lisbon,Nigeria,False
1992-07-09,Italy,Norway,2,0,Copa America,Tokyo,South Korea,True
1992-07-09,Hungary,Turkey,2,0,Africa Cup of Nations,Amsterdam,Spain,False
1992-07-10,Turkey,Greece,1,1,Friendly,Paris,Belgium,True
1992-07-15,China,Spain,4,0,Friendly,Berlin,United States,True
1992-07-20,South Korea,Paraguay,4,0,AFC Asian Cup,Rome,United States,False
1992-07-26,South Africa,Poland,1,1,Friendly,Rome,Portugal,False
1992-07-27,Italy,Norway,1,0,UEFA Euro qualification,Montevideo,South Korea,False
1992-07-31,Mexico,Colombia,1,2,Friendly,Mexico City,Argentina,False
1992-08-02,Czech Republic,Germany,1,0,Africa Cup of Nations,Amsterdam,Argentina,False
1992-08-05,Netherlands,Norway,0,2,Friendly,Los Angeles,Nigeria,False
1992-08-05,New Zealand,Morocco,3,1,UEFA Euro qualification,Cairo,United States,False
1992-08-08,Ecuador,Brazil,1,0,Africa Cup of Nations,London,Portugal,False
1992-08-20,Romania,Argentina,1,0,Friendly,Rome,Netherlands,False
1992-08-28,Ireland,United States,1,1,UEFA European Championship,Amsterdam,Mexico,False
1992-09-03,Nigeria,New Zealand,2,0,FIFA World Cup,Buenos Aires,Belgium,False
1992-09-07,Ireland,Hungary,5,0,AFC Asian Cup,Lisbon,Uruguay,False
1992-09-15,Iraq,United States,2,1,Friendly,London,United States,False
1992-09-22,Australia,Turkey,1,2,Friendly,Sao Paulo,Portugal,False
1992-10-06,Italy,Uruguay,1,0,CONCACAF Gold Cup,Madrid,Japan,False
1992-10-19,Brazil,South Africa,1,2,FIFA World Cup,Paris,Croatia,True
1992-10-22,Australia,Czech Republic,3,1,Friendly,Sydney,Uruguay,True
1992-11-07,Turkey,Wales,1,0,FIFA World Cup qualification,Buenos Aires,United States,False
1992-11-16,Denmark,Russia,1,3,AFC Asian Cup,Seoul,Portugal,False
1992-12-09,Germany,Portugal,0,1,FIFA World Cup,Berlin,Germany,True
1992-12-14,Germany,Ecuador,1,0,UEFA Euro qualification,Seoul,France,False
1992-12-18,Ghana,India,1,0,Friendly,Amsterdam,Sweden,True
1992-12-23,Portugal,Brazil,2,0,UEFA Euro qualification,London,Croatia,False
1992-12-27,United States,Iraq,0,0,CONCACAF Gold Cup,Madrid,Argentina,False
1993-01-04,Uruguay,India,3,0,FIFA World Cup qualification,Mexico City,Japan,True
1993-01-23,Turkey,Wales,0,1,FIFA World Cup,Rome,Uruguay,False
1993-02-05,Russia,Italy,0,3,UEFA Euro qualification,Cairo,England,False
1993-02-14,Czech Republic,Peru,3,0,Friendly,Montevideo,Mexico,False
1993-02-19,Wales,Ecuador,1,1,Africa Cup of Nations,Lisbon,United States,False
1993-02-23,Sweden,Bolivia,1,3,CONCACAF Gold Cup,Los Angeles,Nigeria,False
1993-02-24,Norway,Bolivia,1,1,FIFA World Cup,Sydney,England,False
1993-02-25,Sweden,Netherlands,1,1,Africa Cup of Nations,Tokyo,Cameroon,False
1993-03-04,South Korea,Belgium,0,1,AFC Asian Cup,New York,Argentina,False
1993-03-04,Uruguay,Mexico,4,2,Friendly,Lisbon,Argentina,True
1993-03-08,China,Paraguay,2,1,Africa Cup of Nations,Los Angeles,South Korea,False
1993-03-17,Romania,Greece,0,0,Africa Cup of Nations,Lagos,Cameroon,False
1993-04-13,Germany,South Korea,1,3,Africa Cup of Nations,Los Angeles,Portugal,True
1993-04-21,Japan,New Zealand,1,3,UEFA Euro qualification,Madrid,Uruguay,False
1993-04-23,Brazil,Hungary,2,0,CONCACAF Gold Cup,Sydney,Uruguay,False
1993-05-02,Germany,Iraq,1,1,FIFA World Cup qualification,Sao Paulo,Nigeria,False
1993-05-11,England,Egypt,0,1,FIFA World Cup,Mexico City,Nigeria,True
1993-05-15,Spain,Portugal,3,3,UEFA European Championship,London,Germany,False
1993-05-27,Turkey,Senegal,5,1,FIFA World Cup,Cairo,Germany,False
1993-05-30,Hungary,Senegal,0,2,Africa Cup of Nations,Sydney,Nigeria,False
1993-06-07,Iran,Norway,1,2,UEFA Euro qualification,Sao Paulo,England,False
1993-06-07,Peru,Mexico,2,1,Friendly,Cairo,Croatia,False
1993-06-07,Chile,Germany,1,2,Friendly,Lisbon,Cameroon,False
1993-06-12,Cameroon,Hungary,2,0,Friendly,Montevideo,Netherlands,False
1993-07-02,Nigeria,Belgium,5,0,UEFA Euro qualification,London,Argentina,False
1993-07-05,Peru,Spain,0,0,Copa America,New York,United States,False
1993-07-07,Russia,Cameroon,3,0,UEFA European Championship,Tokyo,Germany,False
1993-07-08,England,Czech Republic,1,2,FIFA World Cup qualification,Rome,Cameroon,False
1993-07-21,Czech Republic,Portugal,1,1,FIFA World Cup qualification,Cairo,Mexico,False
1993-07-23,Sweden,South Korea,2,1,Copa America,Berlin,Sweden,False
1993-07-24,Uruguay,England,0,0,Copa America,Rome,Nigeria,True
1993-07-25,Scotland,Belgium,4,0,CONCACAF Gold Cup,Cairo,Nigeria,False
1993-07-27,Sweden,Morocco,1,2,AFC Asian Cup,Rome,Portugal,False
1993-08-03,Ecuador,Norway,4,0,Friendly,Mexico City,Belgium,False
1993-08-04,Argentina,Cameroon,2,0,CONCACAF Gold Cup,Montevideo,Portugal,False
1993-08-11,South Africa,Peru,3,0,Copa America,Los Angeles,Portugal,True
1993-08-14,Argentina,Greece,3,0,Friendly,Sao Paulo,Argentina,False
1993-08-18,Egypt,Croatia,3,1,Africa Cup of Nations,Los Angeles,Sweden,False
1993-08-27,Senegal,Germany,1,1,Friendly,Los Angeles,South Korea,False
1993-09-06,Senegal,Egypt,0,3,FIFA World Cup,Sao Paulo,South Korea,False
1993-09-07,Ecuador,France,1,2,Copa America,Berlin,Belgium,True
1993-09-24,Italy,Brazil,0,1,Friendly,Sydney,Croatia,False
1993-09-24,Colombia,Ecuador,1,2,Friendly,Rome,Australia,False
1993-09-28,Portugal,United States,4,1,Friendly,Berlin,Sweden,False
1993-10-04,Ghana,Netherlands,2,4,FIFA World Cup qualification,Paris,France,False
1993-10-07,New Zealand,Peru,2,2,UEFA European Championship,New York,Sweden,True
1993-10-11,Mexico,Russia,5,1,Friendly,Buenos Aires,Portugal,False
1993-10-17,Norway,South Africa,1,3,AFC Asian Cup,Berlin,Spain,True
1993-10-17,England,Hungary,0,1,Africa Cup of Nations,Berlin,Portugal,False
1993-10-18,Argentina,Brazil,0,1,Friendly,Amsterdam,Cameroon,False
1993-10-21,India,France,3,0,UEFA European Championship,Los Angeles,United States,False
1993-10-24,India,Uruguay,1,1,FIFA World Cup,Sao Paulo,Australia,False
1993-10-30,Denmark,Peru,1,1,FIFA World Cup qualification,Seoul,Italy,False
1993-10-30,England,Japan,1,2,Copa America,Sao Paulo,Australia,False
1993-11-01,Brazil,Romania,2,0,AFC Asian Cup,Lagos,France,True
1993-11-14,Australia,Hungary,2,2,Friendly,Los Angeles,Netherlands,True
1993-11-26,New Zealand,Netherlands,3,1,FIFA World Cup qualification,Rome,Italy,True
1993-11-27,Ecuador,United States,0,0,AFC Asian Cup,Cairo,Nigeria,False
1993-11-28,India,Mexico,3,1,UEFA European Championship,Paris,Japan,True
1993-11-30,Hungary,Greece,2,2,Friendly,Sydney,Spain,True
1993-11-30,Ecuador,Poland,1,2,UEFA Euro qualification,Lisbon,Croatia,False
1993-12-06,Argentina,Netherlands,1,4,Friendly,New York,Spain,True
1993-12-07,Cameroon,India,4,0,FIFA World Cup qualification,Mexico City,Italy,False
1993-12-08,Russia,Hungary,2,0,CONCACAF Gold Cup,New York,Italy,False
1993-12-18,Cameroon,Wales,1,3,UEFA Euro qualification,Madrid,Australia,False
1993-12-19,Ghana,Greece,2,3,UEFA European Championship,Buenos Aires,Croatia,True
1993-12-25,Chile,Netherlands,1,0,FIFA World Cup,Berlin,United States,False
1994-01-06,New Zealand,Uruguay,1,0,FIFA World Cup,Sao Paulo,Sweden,True
1994-01-06,Netherlands,Bolivia,3,0,FIFA World Cup qualification,Sydney,Uruguay,False
1994-01-07,Chile,Poland,1,2,FIFA World Cup qualification,New York,Croatia,False
1994-01-12,Croatia,Bolivia,4,1,AFC Asian Cup,Montevideo,South Korea,True
1994-01-13,France,Paraguay,0,1,FIFA World Cup,Sydney,Portugal,False
1994-01-16,France,Denmark,0,4,Friendly,Berlin,Cameroon,False
1994-01-29,South Korea,Belgium,2,0,AFC Asian Cup,Lagos,United States,False
1994-01-30,Poland,Uruguay,0,0,FIFA World Cup qualification,Mexico City,Germany,False
1994-01-31,England,United States,0,2,FIFA World Cup qualification,Buenos Aires,England,False
1994-02-13,Czech Republic,Denmark,2,0,CONCACAF Gold Cup,Montevideo,Japan,False
1994-02-14,Australia,Denmark,2,0,Copa America,Paris,Italy,False
1994-02-15,Ireland,Sweden,2,1,Africa Cup of Nations,Rome,Sweden,True
1994-02-17,Bolivia,India,1,1,FIFA World Cup qualification,Buenos Aires,Italy,False
1994-02-19,Brazil,Ghana,2,1,Friendly,Lagos,Croatia,False
1994-02-19,Iraq,Bolivia,1,1,FIFA World Cup qualification,Buenos Aires,Netherlands,True
1994-02-25,Mexico,Saudi Arabia,1,0,FIFA World Cup qualification,Seoul,South Korea,False
1994-03-04,Wales,Paraguay,1,2,AFC Asian Cup,Cairo,Italy,False
1994-03-07,Germany,Wales,4,2,FIFA World Cup,New York,Croatia,False
1994-03-07,Saudi Arabia,Peru,2,0,FIFA World Cup,Montevideo,Japan,False
1994-03-10,Morocco,Cameroon,1,0,Friendly,London,Belgium,False
1994-03-12,Czech Republic,Wales,1,0,Copa America,Rome,Nigeria,False
1994-03-16,Netherlands,Iraq,3,0,Africa Cup of Nations,Tokyo,United States,True
1994-03-22,Hungary,Iran,2,1,Friendly,Madrid,Argentina,False
1994-03-30,Australia,Czech Republic,0,1,Friendly,New York,Mexico,False
1994-04-03,Chile,Japan,0,0,UEFA Euro qualification,Lagos,Uruguay,False
1994-04-06,Chile,Argentina,2,3,Friendly,London,Argentina,False
1994-04-10,Belgium,Germany,3,1,Africa Cup of Nations,Los Angeles,Netherlands,False
1994-04-16,Norway,England,1,1,UEFA European Championship,Lagos,Mexico,True
1994-05-02,France,Iran,1,1,Friendly,Buenos Aires,Sweden,False
1994-05-09,Ireland,Italy,1,4,Friendly,New York,Belgium,False
1994-05-14,Australia,United States,4,1,UEFA Euro qualification,New York,Portugal,False
1994-05-17,Poland,Saudi Arabia,2,0,FIFA World Cup qualification,London,Brazil,False
1994-05-22,China,Egypt,1,4,FIFA World Cup,Sao Paulo,Argentina,True
1994-05-26,Ghana,Nigeria,2,3,Friendly,London,Australia,False
1994-06-08,Italy,Ghana,1,1,Friendly,Lisbon,Mexico,True
1994-06-08,Ireland,Czech Republic,1,0,CONCACAF Gold Cup,Berlin,Nigeria,False
1994-06-11,China,Chile,1,1,Friendly,Lisbon,Brazil,False
1994-06-17,Italy,Portugal,3,1,Friendly,Rome,Croatia,False
1994-06-22,Chile,Ireland,2,1,Africa Cup of Nations,Sydney,Croatia,True
1994-06-28,South Africa,Brazil,1,1,Friendly,Paris,Uruguay,False
1994-06-28,Wales,Russia,0,0,UEFA Euro qualification,Mexico City,Sweden,True
1994-06-30,Netherlands,Spain,0,1,Friendly,Montevideo,Netherlands,False
1994-07-10,Uruguay,Argentina,1,2,FIFA World Cup qualification,Rome,Belgium,False
1994-07-13,South Africa,Bolivia,3,0,Friendly,Montevideo,France,False
1994-07-17,Senegal,Iraq,1,0,Friendly,Montevideo,Nigeria,False
1994-07-29,Netherlands,Poland,2,0,AFC Asian Cup,New York,Portugal,False
1994-08-20,England,Ecuador,0,1,Africa Cup of Nations,London,Nigeria,False
1994-08-22,Norway,Bolivia,2,1,AFC Asian Cup,Los Angeles,Italy,False
1994-08-27,South Africa,Nigeria,0,1,AFC Asian Cup,Sydney,Belgium,False
1994-08-27,Turkey,Italy,1,2,Friendly,Sydney,Argentina,False
1994-08-28,Russia,Belgium,1,1,UEFA Euro qualification,Cairo,England,False
1994-09-04,Brazil,Chile,2,4,AFC Asian Cup,Lisbon,Netherlands,False
1994-09-13,New Zealand,Japan,1,1,CONCACAF Gold Cup,Los Angeles,France,True
1994-09-16,Hungary,Italy,2,3,Africa Cup of Nations,Sydney,Mexico,False
1994-09-30,Japan,Turkey,3,2,Friendly,New York,Japan,False
1994-10-05,Uruguay,New Zealand,1,1,CONCACAF Gold Cup,Montevideo,France,False
1994-10-05,Russia,Hungary,1,0,UEFA European Championship,Rome,Nigeria,True
1994-10-06,China,Croatia,0,3,AFC Asian Cup,Montevideo,Brazil,False
1994-10-07,Netherlands,Ireland,1,0,CONCACAF Gold Cup,Lagos,France,False
1994-10-16,England,Portugal,3,2,Friendly,Mexico City,South Korea,False
1994-10-16,Argentina,New Zealand,0,2,UEFA European Championship,Tokyo,Italy,False
1994-10-17,Egypt,Senegal,2,4,Africa Cup of Nations,Mexico City,Spain,True
1994-10-19,Iran,Netherlands,4,1,Copa America,Los Angeles,Portugal,False
1994-10-21,Ecuador,Wales,1,1,Friendly,Tokyo,Italy,True
1994-10-23,France,South Africa,1,1,AFC Asian Cup,New York,Sweden,False
1994-10-29,Italy,Argentina,1,2,UEFA Euro qualification,Sydney,Germany,False
1994-11-06,Turkey,Mexico,0,1,CONCACAF Gold Cup,New York,Uruguay,True
1994-11-08,Poland,New Zealand,0,0,Friendly,Los Angeles,Japan,False
1994-11-09,Iran,United States,1,1,UEFA European Championship,Rome,Argentina,True
1994-11-11,Scotland,Chile,1,1,Copa America,Los Angeles,Italy,True
1994-11-18,England,Nigeria,1,0,CONCACAF Gold Cup,Lagos,Mexico,True
1994-11-23,France,Turkey,0,1,Friendly,Amsterdam,Croatia,False
1994-11-24,Chile,Wales,0,0,FIFA World Cup,London,Spain,False
1994-11-27,Poland,Iraq,0,1,CONCACAF Gold Cup,Tokyo,Spain,False
1994-11-29,Paraguay,Saudi Arabia,2,1,FIFA World Cup,Rome,Sweden,True
1994-11-30,Norway,Netherlands,1,1,FIFA World Cup,Amsterdam,Brazil,False
1994-12-09,Turkey,Belgium,1,1,Friendly,Montevideo,Cameroon,False
1994-12-11,Japan,South Africa,2,0,AFC Asian Cup,Lagos,France,True
1994-12-14,Iraq,Italy,1,0,FIFA World Cup,Seoul,Netherlands,True
1994-12-16,South Korea,Iran,1,1,AFC Asian Cup,Paris,South Korea,False
1994-12-26,Greece,Senegal,3,0,FIFA World Cup qualification,New York,Australia,False
1994-12-29,Uruguay,New Zealand,1,0,CONCACAF Gold Cup,Berlin,Uruguay,False
1994-12-31,Germany,United States,1,0,FIFA World Cup qualification,Sao Paulo,Japan,False
1995-01-01,Greece,Sweden,0,0,FIFA World Cup,Seoul,England,False
1995-01-02,Greece,Germany,0,0,FIFA World Cup,Mexico City,Sweden,False
1995-01-03,Czech Republic,Paraguay,0,2,FIFA World Cup qualification,Seoul,Nigeria,False
1995-01-04,Saudi Arabia,Peru,2,0,Africa Cup of Nations,Madrid,Cameroon,False
1995-01-04,Poland,Germany,3,2,Friendly,Lagos,Australia,True
1995-01-06,Peru,Netherlands,1,1,FIFA World Cup qualification,Amsterdam,Nigeria,False
1995-01-07,Peru,Brazil,0,1,Friendly,Rome,Netherlands,False
1995-01-25,India,Ghana,4,4,AFC Asian Cup,Los Angeles,Belgium,False
1995-01-30,Hungary,Peru,0,2,Copa America,Lagos,England,False
1995-02-11,Greece,France,0,0,Africa Cup of Nations,Sydney,Nigeria,False
1995-02-19,South Korea,United States,1,1,UEFA European Championship,Amsterdam,Belgium,True
1995-02-22,Ireland,China,0,0,Friendly,Sydney,Sweden,False
1995-02-28,Iraq,Netherlands,3,0,FIFA World Cup,Lagos,Argentina,False
1995-03-04,Iraq,Italy,1,1,Friendly,Montevideo,France,False
1995-03-14,Italy,China,1,0,CONCACAF Gold Cup,Los Angeles,Sweden,False
1995-03-16,Netherlands,Germany,1,0,FIFA World Cup,Rome,Australia,False
1995-04-04,Colombia,India,1,2,UEFA European Championship,Lagos,Cameroon,False
1995-04-08,Saudi Arabia,Poland,3,1,CONCACAF Gold Cup,Lagos,United States,True
1995-04-10,Romania,Morocco,2,0,AFC Asian Cup,Los Angeles,Belgium,False
1995-04-14,Paraguay,Spain,1,0,AFC Asian Cup,Montevideo,Cameroon,True
1995-04-16,Paraguay,Greece,1,2,CONCACAF Gold Cup,Seoul,Portugal,True
1995-04-20,Egypt,Argentina,1,0,Africa Cup of Nations,Seoul,England,False
1995-04-26,Poland,Egypt,1,1,UEFA Euro qualification,Paris,Japan,False
1995-04-27,India,Japan,0,2,AFC Asian Cup,Amsterdam,South Korea,False
1995-04-30,Czech Republic,Australia,2,2,UEFA Euro qualification,Lagos,Australia,True
1995-05-09,Scotland,Italy,4,1,FIFA World Cup,Buenos Aires,Australia,True
1995-05-16,United States,Turkey,4,0,FIFA World Cup,Lagos,Croatia,False
1995-05-25,Mexico,Senegal,1,1,CONCACAF Gold Cup,Tokyo,Italy,False
1995-05-31,Netherlands,Colombia,1,2,FIFA World Cup qualification,New York,Brazil,False
1995-06-01,Turkey,Cameroon,0,2,Africa Cup of Nations,Cairo,Germany,False
1995-06-02,Nigeria,Belgium,1,2,CONCACAF Gold Cup,Los Angeles,Croatia,True
1995-06-04,Germany,Bolivia,2,0,Friendly,Lisbon,Brazil,False
1995-06-05,Cameroon,Ghana,0,0,UEFA European Championship,Berlin,Nigeria,True
1995-06-14,Hungary,Germany,0,1,Friendly,Madrid,Nigeria,False
1995-06-16,Australia,Iraq,1,0,Copa America,Seoul,Australia,False
1995-07-11,Denmark,Senegal,2,0,Friendly,Tokyo,Brazil,True
1995-07-23,Brazil,Portugal,0,1,Friendly,Paris,Australia,False
1995-07-28,Iran,South Africa,1,2,CONCACAF Gold Cup,Sydney,Brazil,True
1995-07-29,South Africa,Scotland,1,1,AFC Asian Cup,Paris,South Korea,False
1995-08-11,Greece,Senegal,2,1,UEFA European Championship,New York,Portugal,False
1995-08-15,Australia,Greece,2,0,Copa America,Madrid,Netherlands,True
1995-08-15,Spain,United States,2,1,AFC Asian Cup,Sydney,France,False
1995-08-16,Uruguay,Wales,5,1,AFC Asian Cup,Los Angeles,Japan,False
1995-08-30,Romania,Ireland,4,1,Friendly,Sydney,Brazil,False
1995-08-31,Wales,Croatia,2,2,Copa America,Sydney,Sweden,False
1995-08-31,Iran,Scotland,2,0,Friendly,Seoul,Nigeria,False
1995-09-03,Russia,Paraguay,0,3,FIFA World Cup,Tokyo,United States,False
1995-09-13,Bolivia,Norway,2,0,CONCACAF Gold Cup,Seoul,Argentina,False
1995-09-17,Hungary,Senegal,1,0,FIFA World Cup,Rome,England,False
1995-09-18,France,Colombia,1,0,Friendly,Paris,Sweden,False
1995-09-20,Iran,Brazil,1,0,Copa America,Mexico City,Croatia,False
1995-09-24,Iraq,Nigeria,1,1,Friendly,Lagos,Portugal,False
1995-10-01,England,Cameroon,0,1,Friendly,Seoul,Uruguay,False
1995-10-08,Denmark,Saudi Arabia,2,1,UEFA European Championship,Tokyo,United States,False
1995-10-10,Ecuador,Nigeria,1,0,UEFA European Championship,Montevideo,South Korea,False
1995-10-13,Peru,Turkey,1,1,UEFA Euro qualification,Amsterdam,England,False
1995-10-14,United States,South Korea,2,3,UEFA European Championship,Montevideo,England,True
1995-11-06,Croatia,Denmark,0,2,UEFA European Championship,Lagos,Croatia,False
1995-11-10,Russia,China,0,3,Friendly,Seoul,Uruguay,True
1995-11-14,Portugal,Nigeria,0,0,FIFA World Cup,Berlin,Spain,False
1995-11-18,Ecuador,Morocco,0,0,FIFA World Cup,Tokyo,Portugal,False
1995-11-23,Ireland,Egypt,2,2,CONCACAF Gold Cup,Rome,France,False
1995-11-29,South Korea,Senegal,4,1,Friendly,Berlin,Sweden,False
1995-11-30,Spain,Japan,3,1,Friendly,Sao Paulo,Netherlands,False
1995-12-04,United States,Ecuador,0,2,AFC Asian Cup,Amsterdam,France,True
1995-12-07,India,Portugal,1,3,FIFA World Cup qualification,Lagos,Cameroon,False
1995-12-14,Turkey,Wales,3,1,FIFA World Cup qualification,Amsterdam,Argentina,True
1995-12-19,Senegal,Peru,3,0,UEFA European Championship,Rome,Germany,True
1995-12-24,Ecuador,Denmark,0,2,Africa Cup of Nations,Cairo,Australia,False
1996-01-02,Denmark,Egypt,2,0,Africa Cup of Nations,Lisbon,Sweden,True
1996-01-02,France,Italy,5,1,UEFA Euro qualification,Buenos Aires,United States,True
1996-01-03,Romania,Portugal,3,0,Africa Cup of Nations,Berlin,Germany,False
1996-01-06,Russia,Australia,2,2,UEFA European Championship,Mexico City,Australia,False
1996-01-08,Paraguay,New Zealand,3,3,Friendly,Seoul,Belgium,False
1996-01-22,Mexico,Peru,3,0,Friendly,Cairo,Netherlands,False
1996-01-23,Argentina,Norway,0,1,FIFA World Cup qualification,Los Angeles,Italy,True
1996-01-24,Scotland,Romania,1,0,AFC Asian Cup,Seoul,Australia,False
1996-01-28,Norway,Romania,1,1,Friendly,Amsterdam,Portugal,True
1996-02-06,Belgium,Colombia,1,3,AFC Asian Cup,Mexico City,Japan,False
1996-02-17,Peru,Uruguay,2,0,AFC Asian Cup,Montevideo,Cameroon,False
1996-02-18,Russia,Argentina,2,1,Friendly,Rome,England,False
1996-02-20,Australia,Peru,3,1,Friendly,Lagos,Italy,False
1996-02-22,Mexico,Brazil,2,3,UEFA European Championship,Lisbon,Germany,False
1996-02-28,Australia,Romania,0,1,FIFA World Cup,Madrid,Argentina,True
1996-03-06,Australia,South Africa,1,1,Friendly,Cairo,Mexico,True
1996-03-13,Spain,Germany,1,0,Africa Cup of Nations,Berlin,Brazil,True
1996-03-14,India,Czech Republic,2,1,AFC Asian Cup,Buenos Aires,Argentina,True
1996-03-22,Argentina,Chile,1,1,FIFA World Cup qualification,Buenos Aires,Sweden,False
1996-03-25,South Korea,Denmark,3,2,FIFA World Cup qualification,Los Angeles,Nigeria,False
1996-03-25,Scotland,South Korea,5,0,Copa America,Berlin,Uruguay,False
1996-03-28,Egypt,Spain,2,1,Friendly,Mexico City,Croatia,False
1996-03-29,Iraq,France,2,1,FIFA World Cup,Amsterdam,Japan,False
1996-04-02,Italy,Belgium,1,0,Friendly,Los Angeles,Sweden,False
1996-04-02,Turkey,Italy,3,2,UEFA European Championship,Los Angeles,Italy,True
1996-04-07,Mexico,Cameroon,2,1,CONCACAF Gold Cup,New York,Nigeria,False
1996-04-08,Morocco,Egypt,2,0,FIFA World Cup qualification,Sao Paulo,Spain,False
1996-04-15,India,Chile,5,1,Africa Cup of Nations,Tokyo,Germany,True
1996-04-20,Hungary,Iraq,2,1,Friendly,Los Angeles,Brazil,True
1996-05-17,Morocco,Sweden,3,0,Copa America,Madrid,Japan,False
1996-05-18,Chile,Poland,1,1,UEFA European Championship,Rome,Portugal,False
1996-05-18,Ireland,Nigeria,2,2,AFC Asian Cup,Lisbon,Brazil,True
1996-05-19,China,Russia,1,1,Friendly,Lagos,United States,False
1996-05-24,Scotland,Uruguay,3,2,Copa America,Lagos,Nigeria,True
1996-05-28,United States,Mexico,4,1,CONCACAF Gold Cup,Mexico City,Portugal,True
1996-05-28,Romania,Belgium,1,0,Friendly,Buenos Aires,Netherlands,False
1996-05-30,Netherlands,Senegal,0,1,UEFA Euro qualification,Seoul,Japan,False
1996-06-03,England,Morocco,1,1,AFC Asian Cup,Amsterdam,Uruguay,False
1996-06-08,Ghana,Ireland,3,2,UEFA European Championship,Seoul,United States,False
1996-06-14,Portugal,Iran,0,1,FIFA World Cup qualification,Berlin,Germany,False
1996-06-17,Turkey,South Africa,2,5,UEFA European Championship,New York,Sweden,False
1996-06-19,Japan,Denmark,1,0,Copa America,New York,Germany,False
1996-06-25,New Zealand,Iraq,0,0,FIFA World Cup qualification,Sao Paulo,Netherlands,False
1996-07-04,South Africa,India,1,2,Friendly,New York,Argentina,False
1996-07-06,Italy,Brazil,1,1,FIFA World Cup,Lisbon,England,False
1996-07-08,Colombia,Cameroon,1,2,FIFA World Cup qualification,Paris,Croatia,False
1996-07-08,Nigeria,Romania,4,2,FIFA World Cup qualification,Lagos,Germany,True
1996-07-20,United States,Romania,0,0,Copa America,Los Angeles,Spain,False
1996-07-20,Morocco,Poland,2,2,Friendly,Rome,Sweden,True
1996-07-21,South Korea,Paraguay,2,0,Friendly,Cairo,France,False
1996-07-21,India,Croatia,3,0,Africa Cup of Nations,Sao Paulo,Mexico,False
1996-07-22,Australia,Portugal,0,0,Africa Cup of Nations,Cairo,Nigeria,False
1996-07-27,South Africa,Senegal,4,2,UEFA European Championship,Los Angeles,Portugal,False
1996-07-30,Iran,Netherlands,0,1,UEFA European Championship,Lisbon,France,True
1996-08-02,Cameroon,Uruguay,2,2,FIFA World Cup,Sydney,Mexico,False
1996-08-03,Senegal,Iran,1,0,UEFA European Championship,Cairo,Brazil,True
1996-08-11,Russia,Norway,1,2,CONCACAF Gold Cup,Berlin,Japan,True
1996-08-12,Portugal,Croatia,2,1,Africa Cup of Nations,Lisbon,Cameroon,False
1996-08-12,Ireland,Ecuador,1,1,Friendly,Lagos,Portugal,False
1996-08-21,Iraq,Nigeria,1,1,FIFA World Cup qualification,Montevideo,Nigeria,False
1996-08-22,Brazil,Mexico,3,0,Copa America,Cairo,Brazil,True
1996-09-07,Paraguay,Poland,0,0,CONCACAF Gold Cup,Buenos Aires,Germany,False
1996-09-12,South Korea,Romania,1,0,UEFA European Championship,Lisbon,England,False
1996-09-15,Mexico,Ireland,1,2,FIFA World Cup,Rome,Nigeria,False
1996-09-17,Romania,Wales,3,0,UEFA European Championship,Berlin,France,True
1996-09-23,Ireland,Croatia,0,0,AFC Asian Cup,Montevideo,Cameroon,False
1996-09-29,Iraq,Ghana,3,3,Africa Cup of Nations,Sao Paulo,South Korea,False
1996-09-30,Sweden,Italy,0,0,UEFA Euro qualification,Mexico City,Spain,True
1996-10-02,Sweden,Ghana,2,1,Africa Cup of Nations,Lagos,Portugal,False
1996-10-03,United States,Croatia,0,1,FIFA World Cup,Mexico City,Portugal,True
1996-10-04,Paraguay,Uruguay,2,1,CONCACAF Gold Cup,Seoul,Mexico,False
1996-10-07,Colombia,Russia,2,1,FIFA World Cup,Sao Paulo,South Korea,False
1996-10-08,Ecuador,Peru,0,2,Friendly,Sao Paulo,Japan,True
1996-10-10,Australia,Romania,0,0,Friendly,London,Italy,False
1996-10-21,Chile,Croatia,1,1,Friendly,Paris,Argentina,True
1996-10-24,Paraguay,Belgium,3,2,FIFA World Cup,Cairo,United States,False
1996-10-26,Morocco,Croatia,3,1,CONCACAF Gold Cup,Rome,Uruguay,False
1996-10-29,Morocco,India,3,1,AFC Asian Cup,Lisbon,Sweden,True
1996-11-08,Russia,South Africa,1,0,AFC Asian Cup,Lagos,Mexico,False
1996-11-09,Saudi Arabia,Uruguay,0,2,Friendly,Lisbon,Spain,False
1996-11-11,Egypt,Netherlands,1,0,Copa America,New York,Italy,False
1996-11-21,Denmark,Morocco,2,1,Friendly,Madrid,Mexico,True
1996-11-26,Iraq,Cameroon,0,1,UEFA Euro qualification,Rome,Australia,True
1996-12-09,Iran,Chile,1,0,Copa America,London,Cameroon,True
1996-12-12,Russia,Sweden,3,1,CONCACAF Gold Cup,Lagos,Brazil,True
1996-12-18,India,Spain,1,0,AFC Asian Cup,Tokyo,France,False
1996-12-21,New Zealand,Croatia,1,0,FIFA World Cup qualification,New York,United States,False
1996-12-24,Senegal,Colombia,1,2,Copa America,Seoul,Spain,False
1996-12-26,Sweden,Morocco,2,0,Friendly,Lisbon,Brazil,True
